theta2	theta5	expectation
-2.541592653589793	2.2584073464102072	-0.00011647038637735263
-1.941592653589793	2.2584073464102072	2.2252970049266882e-08
-1.3415926535897928	2.2584073464102072	2.560097988963397e-06
-0.7415926535897928	2.2584073464102072	2.3316284265569964e-06
-0.14159265358979267	2.2584073464102072	-7.386456536752304e-06
0.4584073464102074	2.2584073464102072	-9.882274819685607e-05
1.058407346410208	2.2584073464102072	-1.1735180134567658e-09
1.6584073464102076	2.2584073464102072	-5.04740914679619e-10
2.2584073464102072	2.2584073464102072	8.255588144603727e-07
2.8584073464102078	2.2584073464102072	-0.0024163378828015564
-3.141592653589793	2.8584073464102078	3.3813887798506527e-06
-2.541592653589793	2.8584073464102078	6.332396271007171e-05
-1.941592653589793	2.8584073464102078	-3.8089067705464547e-07
-1.3415926535897928	2.8584073464102078	5.639949413613112e-08
-0.7415926535897928	2.8584073464102078	-0.0009185610142206924
-0.14159265358979267	2.8584073464102078	1.5309396519356004e-06
0.4584073464102074	2.8584073464102078	4.44171748349325e-07
1.058407346410208	2.8584073464102078	-9.656053210740566e-06
1.6584073464102076	2.8584073464102078	-1.3788950481549794e-08
2.2584073464102072	2.8584073464102078	8.799426593343422e-08
2.8584073464102078	2.8584073464102078	6.563140329209072e-05
